timestamp,open,high,low,close,volume,rsi_14,sma_20,sma_50,ema_12,macd,macd_signal,macd_hist,bb_upper,bb_mid,bb_lower
2026-02-20 00:00:00,67003.73,68318.39,66280.2,68020.01,35351.87091,,,,,,,,,,
2026-02-21 00:00:00,68020.0,68698.7,67534.69,67975.93,8032.84131,,,,,,,,,,
2026-02-22 00:00:00,67975.93,68245.0,67190.0,67643.4,8175.13484,,,,,,,,,,
2026-02-23 00:00:00,67643.39,67684.86,63888.79,64656.02,33075.90923,,,,,,,,,,
2026-02-24 00:00:00,64656.01,65026.75,62510.28,64058.15,23102.83622,,,,,,,,,,
2026-02-25 00:00:00,64058.15,69988.83,63913.27,67988.04,30749.99259,,,,,,,,,,
2026-02-26 00:00:00,67988.04,68860.0,66500.0,67485.18,20737.77792,,,,,,,,,,
2026-02-27 00:00:00,67485.19,68216.8,64914.46,65872.1,21228.58424,,,,,,,,,,
2026-02-28 00:00:00,65872.09,67760.0,63030.0,66973.26,22548.71649,,,,,,,,,,
2026-03-01 00:00:00,66973.26,68199.99,65056.0,65776.47,23201.85859,,,,,,,,,,
2026-03-02 00:00:00,65776.48,70096.0,65259.21,68830.06,32010.38431,,,,,,,,,,
2026-03-03 00:00:00,68830.06,69258.08,66158.0,68338.0,24972.2418,,,,66968.05,,,,,,
2026-03-04 00:00:00,68338.01,74050.0,67400.0,72666.77,44919.0761,,,,67844.78,,,,,,
2026-03-05 00:00:00,72666.77,73558.15,70645.47,70890.72,26590.51253,,,,68313.38,,,,,,
2026-03-06 00:00:00,70891.02,71419.98,67744.78,68114.02,22629.88722,,,,68282.71,,,,,,
2026-03-07 00:00:00,68114.02,68551.04,66915.26,67262.91,12719.54315,48.4,,,68125.82,,,,,,
2026-03-08 00:00:00,67262.91,68200.0,65618.49,65971.2,21593.63901,45.73,,,67794.34,,,,,,
2026-03-09 00:00:00,65971.2,69516.65,65821.97,68432.16,28896.7213,51.25,,,67892.47,,,,,,
2026-03-10 00:00:00,68432.16,71777.0,68391.41,69948.63,32602.57726,54.33,,,68208.8,,,,,,
2026-03-11 00:00:00,69948.64,71321.0,68977.91,70191.86,27249.27542,54.82,67854.74,,68513.89,,,,71894.96,67854.74,63814.53
2026-03-12 00:00:00,70191.86,70800.0,69205.91,70541.34,21997.1605,55.56,67980.81,,68825.8,,,,72187.69,67980.81,63773.93
2026-03-13 00:00:00,70541.34,73913.74,70386.01,70930.0,35996.61678,56.42,68128.51,,69149.52,,,,72527.39,68128.51,63729.63
2026-03-14 00:00:00,70930.01,71307.92,70317.0,71211.95,13017.24737,57.07,68306.94,,69466.82,,,,72897.94,68306.94,63715.95
2026-03-15 00:00:00,71211.95,73199.0,70858.82,72815.24,14037.30704,60.65,68714.9,,69981.96,,,,73385.09,68714.9,64044.72
2026-03-16 00:00:00,72815.25,74909.08,72270.41,74884.67,28409.53019,64.74,69256.23,,70736.22,,,,74146.49,69256.23,64365.97
2026-03-17 00:00:00,74884.67,76000.0,73399.19,73909.36,24521.26636,61.5,69552.3,,71224.4,2324.8821,,,74803.26,69552.3,64301.33
2026-03-18 00:00:00,73909.37,74672.34,70500.0,71246.54,23392.88093,53.6,69740.36,,71227.81,2154.4348,,,74951.0,69740.36,64529.73
2026-03-19 00:00:00,71246.55,71613.79,68793.35,69930.0,22364.81819,50.17,69943.26,,71028.14,1891.3184,,,74842.29,69943.26,65044.23
2026-03-20 00:00:00,69930.01,71367.0,69388.0,70510.73,18121.16745,51.64,70120.13,,70948.54,1709.9456,,,74829.23,70120.13,65411.03
2026-03-21 00:00:00,70510.73,70879.76,70431.67,70574.13,5308.11684,51.81,70360.01,,70890.94,1553.4154,,,74627.7,70360.01,66092.32
